fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,performance
1,0,1,1,1,256,2,4096,140433.0
1,0,1,1,1,64,8,4096,136839.6
1,0,1,1,1,128,8,4096,136724.4
1,0,1,1,1,256,8,4096,136683.0
1,0,1,1,1,64,32,4096,138867.0
1,0,1,1,1,128,32,4096,136977.2
1,0,1,1,1,256,32,4096,139169.0
1,1,0,0,0,64,2,256,132203.8
1,1,0,0,0,128,2,256,132604.8
1,1,0,0,0,256,2,256,133900.6
1,1,0,0,0,64,8,256,134334.0
1,1,0,0,0,128,8,256,125404.4
1,1,0,0,0,256,8,256,133404.8
1,1,0,0,0,64,32,256,132467.8
1,1,0,0,0,128,32,256,131583.0
1,1,0,0,0,256,32,256,130682.8
1,1,0,0,0,64,2,1024,132621.4
1,1,0,0,0,128,2,1024,133545.6
1,1,0,0,0,256,2,1024,132971.6
1,1,0,0,0,64,8,1024,134852.2
1,1,0,0,0,128,8,1024,136315.0
1,1,0,0,0,256,8,1024,132666.2
1,1,0,0,0,64,32,1024,132129.6
1,1,0,0,0,128,32,1024,133666.2
1,1,0,0,0,256,32,1024,131767.4
1,1,0,0,0,64,2,4096,130337.2
1,1,0,0,0,128,2,4096,133164.4
1,1,0,0,0,256,2,4096,133927.6
1,1,0,0,0,64,8,4096,135287.8
1,1,0,0,0,128,8,4096,137327.0
1,1,0,0,0,256,8,4096,133344.2
1,1,0,0,0,64,32,4096,132759.0
1,1,0,0,0,128,32,4096,134334.8
1,1,0,0,0,256,32,4096,132785.6
1,1,0,0,1,64,2,256,134110.6
1,1,0,0,1,128,2,256,136842.2
1,1,0,0,1,256,2,256,135922.0
1,1,0,0,1,64,8,256,134080.8
1,1,0,0,1,128,8,256,137657.6
1,1,0,0,1,256,8,256,131946.0
1,1,0,0,1,64,32,256,132894.8
1,1,0,0,1,128,32,256,131364.4
1,1,0,0,1,256,32,256,134256.8
1,1,0,0,1,64,2,1024,136113.4
1,1,0,0,1,128,2,1024,130383.4
1,1,0,0,1,256,2,1024,131355.4
1,1,0,0,1,64,8,1024,134931.8
1,1,0,0,1,128,8,1024,133644.4
1,1,0,0,1,256,8,1024,133251.6
1,1,0,0,1,64,32,1024,132368.4
1,1,0,0,1,128,32,1024,133874.4
1,1,0,0,1,256,32,1024,135112.0
1,1,0,0,1,64,2,4096,136458.4
1,1,0,0,1,128,2,4096,133053.0
1,1,0,0,1,256,2,4096,132262.2
1,1,0,0,1,64,8,4096,133183.8
1,1,0,0,1,128,8,4096,133286.0
1,1,0,0,1,256,8,4096,135842.6
1,1,0,0,1,64,32,4096,134364.4
1,1,0,0,1,128,32,4096,133873.0
1,1,0,0,1,256,32,4096,134608.6
1,1,0,1,0,64,2,256,134157.4
1,1,0,1,0,128,2,256,135754.4
1,1,0,1,0,256,2,256,135862.0
1,1,0,1,0,64,8,256,133943.0
1,1,0,1,0,128,8,256,131542.8
1,1,0,1,0,256,8,256,133679.6
1,1,0,1,0,64,32,256,133072.4
1,1,0,1,0,128,32,256,132344.8
1,1,0,1,0,256,32,256,134325.4
1,1,0,1,0,64,2,1024,139402.4
1,1,0,1,0,128,2,1024,132390.8
1,1,0,1,0,256,2,1024,133595.4
1,1,0,1,0,64,8,1024,132315.2
1,1,0,1,0,128,8,1024,135017.0
1,1,0,1,0,256,8,1024,131766.4
1,1,0,1,0,64,32,1024,132685.0
1,1,0,1,0,128,32,1024,134356.6
1,1,0,1,0,256,32,1024,134381.0
1,1,0,1,0,64,2,4096,131709.2
1,1,0,1,0,128,2,4096,132373.8
1,1,0,1,0,256,2,4096,129499.4
1,1,0,1,0,64,8,4096,135789.2
1,1,0,1,0,128,8,4096,132048.8
1,1,0,1,0,256,8,4096,133120.6
1,1,0,1,0,64,32,4096,131301.0
1,1,0,1,0,128,32,4096,130274.6
1,1,0,1,0,256,32,4096,128968.4
1,1,0,1,1,64,2,256,134107.4
1,1,0,1,1,128,2,256,130923.0
1,1,0,1,1,256,2,256,131228.6
1,1,0,1,1,64,8,256,132419.2
1,1,0,1,1,128,8,256,131563.8
1,1,0,1,1,256,8,256,132543.6
1,1,0,1,1,64,32,256,135693.6
1,1,0,1,1,128,32,256,130087.4
1,1,0,1,1,256,32,256,132261.2
1,1,0,1,1,64,2,1024,128299.6
1,1,0,1,1,128,2,1024,127180.0
1,1,0,1,1,256,2,1024,130103.4
1,1,0,1,1,64,8,1024,125966.2
1,1,0,1,1,128,8,1024,129166.2
1,1,0,1,1,256,8,1024,122151.8
1,1,0,1,1,64,32,1024,123397.2
1,1,0,1,1,128,32,1024,129568.0
1,1,0,1,1,256,32,1024,127450.4
1,1,0,1,1,64,2,4096,134920.4
1,1,0,1,1,128,2,4096,128536.4
1,1,0,1,1,256,2,4096,125375.6
1,1,0,1,1,64,8,4096,128898.0
1,1,0,1,1,128,8,4096,126456.8
1,1,0,1,1,256,8,4096,131693.0
1,1,0,1,1,64,32,4096,130741.8
1,1,0,1,1,128,32,4096,131405.0
1,1,0,1,1,256,32,4096,126458.8
1,1,1,0,0,64,2,256,132226.4
1,1,1,0,0,128,2,256,136797.8
1,1,1,0,0,256,2,256,129738.2
1,1,1,0,0,64,8,256,130526.8
1,1,1,0,0,128,8,256,131126.8
1,1,1,0,0,256,8,256,131089.2
1,1,1,0,0,64,32,256,136657.4
1,1,1,0,0,128,32,256,134640.4
1,1,1,0,0,256,32,256,130642.8
1,1,1,0,0,64,2,1024,129472.0
1,1,1,0,0,128,2,1024,135272.2
1,1,1,0,0,256,2,1024,135845.2
1,1,1,0,0,64,8,1024,133447.6
1,1,1,0,0,128,8,1024,133603.0
1,1,1,0,0,256,8,1024,133985.0
1,1,1,0,0,64,32,1024,134439.4
1,1,1,0,0,128,32,1024,132014.6
1,1,1,0,0,256,32,1024,132806.8
1,1,1,0,0,64,2,4096,135253.6
1,1,1,0,0,128,2,4096,133944.0
1,1,1,0,0,256,2,4096,131836.0
1,1,1,0,0,64,8,4096,130763.8
1,1,1,0,0,128,8,4096,128931.4
1,1,1,0,0,256,8,4096,136698.2
1,1,1,0,0,64,32,4096,131524.0
1,1,1,0,0,128,32,4096,128492.6
1,1,1,0,0,256,32,4096,131082.0
1,1,1,0,1,64,2,256,132282.6
1,1,1,0,1,128,2,256,130635.2
1,1,1,0,1,256,2,256,137593.6
1,1,1,0,1,64,8,256,132169.4
1,1,1,0,1,128,8,256,128988.8
1,1,1,0,1,256,8,256,132414.6
1,1,1,0,1,64,32,256,133542.0
1,1,1,0,1,128,32,256,128130.2
1,1,1,0,1,256,32,256,129297.0
1,1,1,0,1,64,2,1024,132269.2
1,1,1,0,1,128,2,1024,134561.0
1,1,1,0,1,256,2,1024,128397.6
1,1,1,0,1,64,8,1024,127709.6
1,1,1,0,1,128,8,1024,132620.2
1,1,1,0,1,256,8,1024,128079.8
1,1,1,0,1,64,32,1024,130145.2
1,1,1,0,1,128,32,1024,135219.0
1,1,1,0,1,256,32,1024,129640.2
1,1,1,0,1,64,2,4096,131156.6
1,1,1,0,1,128,2,4096,134358.4
1,1,1,0,1,256,2,4096,132488.4
1,1,1,0,1,64,8,4096,127743.8
1,1,1,0,1,128,8,4096,130528.6
1,1,1,0,1,256,8,4096,131231.2
1,1,1,0,1,64,32,4096,128550.0
1,1,1,0,1,128,32,4096,128474.6
1,1,1,0,1,256,32,4096,128597.0
1,1,1,1,0,64,2,256,128226.2
1,1,1,1,0,128,2,256,128216.6
1,1,1,1,0,256,2,256,129518.8
1,1,1,1,0,64,8,256,133653.4
1,1,1,1,0,128,8,256,130678.4
1,1,1,1,0,256,8,256,124653.8
1,1,1,1,0,64,32,256,128814.8
1,1,1,1,0,128,32,256,130071.2
1,1,1,1,0,256,32,256,131548.2
1,1,1,1,0,64,2,1024,125822.2
1,1,1,1,0,128,2,1024,128922.6
1,1,1,1,0,256,2,1024,129660.2
1,1,1,1,0,64,8,1024,126794.8
1,1,1,1,0,128,8,1024,129666.0
1,1,1,1,0,256,8,1024,129117.4
1,1,1,1,0,64,32,1024,127659.2
1,1,1,1,0,128,32,1024,126388.4
1,1,1,1,0,256,32,1024,127038.8
1,1,1,1,0,64,2,4096,130507.0
1,1,1,1,0,128,2,4096,127278.2
1,1,1,1,0,256,2,4096,127337.6
1,1,1,1,0,64,8,4096,129001.8
1,1,1,1,0,128,8,4096,129330.0
1,1,1,1,0,256,8,4096,129630.8
1,1,1,1,0,64,32,4096,128959.6
1,1,1,1,0,128,32,4096,127500.8
1,1,1,1,0,256,32,4096,134654.6
1,1,1,1,1,64,2,256,128684.6
1,1,1,1,1,128,2,256,130797.6
1,1,1,1,1,256,2,256,130773.4
1,1,1,1,1,64,8,256,131856.0
1,1,1,1,1,128,8,256,130828.8
1,1,1,1,1,256,8,256,136030.6
1,1,1,1,1,64,32,256,132168.8
1,1,1,1,1,128,32,256,135538.4
1,1,1,1,1,256,32,256,130466.0
1,1,1,1,1,64,2,1024,131163.4
1,1,1,1,1,128,2,1024,132657.0
1,1,1,1,1,256,2,1024,129201.2
1,1,1,1,1,64,8,1024,131358.0
1,1,1,1,1,128,8,1024,130226.0
1,1,1,1,1,256,8,1024,131012.4
1,1,1,1,1,64,32,1024,130551.4
1,1,1,1,1,128,32,1024,130943.4
1,1,1,1,1,256,32,1024,130423.0
1,1,1,1,1,64,2,4096,132912.2
1,1,1,1,1,128,2,4096,131763.6
1,1,1,1,1,256,2,4096,127524.8
1,1,1,1,1,64,8,4096,130401.6
1,1,1,1,1,128,8,4096,130405.6
1,1,1,1,1,256,8,4096,134411.4
1,1,1,1,1,64,32,4096,131409.8
1,1,1,1,1,128,32,4096,132082.4
1,1,1,1,1,256,32,4096,132021.2
