new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,performance
1,1,1,1,1,0,1,1,1,1,87.112
2,1,1,1,1,0,1,1,1,1,45.936
3,1,1,1,1,0,1,1,1,1,31.336
4,2,1,1,1,0,1,1,1,1,31.648
1,2,1,1,1,0,1,1,1,1,117.842
2,2,1,1,1,0,1,1,1,1,62.486
3,2,1,1,1,0,1,1,1,1,43.39
4,3,1,1,1,0,1,1,1,1,42.788
1,3,1,1,1,0,1,1,1,1,158.084
2,3,1,1,1,0,1,1,1,1,84.176
3,3,1,1,1,0,1,1,1,1,58.72
4,1,2,1,1,0,1,1,1,1,23.366
1,1,2,1,1,0,1,1,1,1,87.282
2,1,2,1,1,0,1,1,1,1,46.268
3,1,2,1,1,0,1,1,1,1,31.12
4,2,2,1,1,0,1,1,1,1,31.878
1,2,2,1,1,0,1,1,1,1,118.044
2,2,2,1,1,0,1,1,1,1,62.596
3,2,2,1,1,0,1,1,1,1,43.614
4,3,2,1,1,0,1,1,1,1,42.696
1,3,2,1,1,0,1,1,1,1,157.968
2,3,2,1,1,0,1,1,1,1,84.43
3,3,2,1,1,0,1,1,1,1,58.658
4,1,3,1,1,0,1,1,1,1,23.322
1,1,3,1,1,0,1,1,1,1,87.056
2,1,3,1,1,0,1,1,1,1,45.952
3,1,3,1,1,0,1,1,1,1,31.402
4,2,3,1,1,0,1,1,1,1,31.736
1,2,3,1,1,0,1,1,1,1,117.948
2,2,3,1,1,0,1,1,1,1,62.406
3,2,3,1,1,0,1,1,1,1,43.42
4,3,3,1,1,0,1,1,1,1,42.672
1,3,3,1,1,0,1,1,1,1,158.204
2,3,3,1,1,0,1,1,1,1,84.046
3,3,3,1,1,0,1,1,1,1,58.858
4,1,1,1,1,0,1,1,1,0,23.192
1,1,1,1,1,0,1,1,1,0,86.646
2,1,1,1,1,0,1,1,1,0,45.864
3,1,1,1,1,0,1,1,1,0,31.404
4,2,1,1,1,0,1,1,1,0,32.896
1,2,1,1,1,0,1,1,1,0,117.458
2,2,1,1,1,0,1,1,1,0,62.368
3,2,1,1,1,0,1,1,1,0,43.336
4,3,1,1,1,0,1,1,1,0,42.604
1,3,1,1,1,0,1,1,1,0,157.32
2,3,1,1,1,0,1,1,1,0,83.95
3,3,1,1,1,0,1,1,1,0,58.8
4,1,2,1,1,0,1,1,1,0,23.194
1,1,2,1,1,0,1,1,1,0,86.876
2,1,2,1,1,0,1,1,1,0,46.172
3,1,2,1,1,0,1,1,1,0,31.14
4,2,2,1,1,0,1,1,1,0,31.47
1,2,2,1,1,0,1,1,1,0,117.49
2,2,2,1,1,0,1,1,1,0,62.406
3,2,2,1,1,0,1,1,1,0,43.556
4,3,2,1,1,0,1,1,1,0,42.628
1,3,2,1,1,0,1,1,1,0,157.596
2,3,2,1,1,0,1,1,1,0,84.166
3,3,2,1,1,0,1,1,1,0,58.982
4,1,3,1,1,0,1,1,1,0,23.132
1,1,3,1,1,0,1,1,1,0,86.656
2,1,3,1,1,0,1,1,1,0,45.94
3,1,3,1,1,0,1,1,1,0,31.416
4,2,3,1,1,0,1,1,1,0,31.66
1,2,3,1,1,0,1,1,1,0,117.46
2,2,3,1,1,0,1,1,1,0,62.178
3,2,3,1,1,0,1,1,1,0,43.538
4,3,3,1,1,0,1,1,1,0,42.708
1,3,3,1,1,0,1,1,1,0,157.466
2,3,3,1,1,0,1,1,1,0,84.006
3,3,3,1,1,0,1,1,1,0,58.782
4,1,1,1,1,0,1,1,0,1,23.192
1,1,1,1,1,0,1,1,0,1,87.148
2,1,1,1,1,0,1,1,0,1,45.922
3,1,1,1,1,0,1,1,0,1,31.29
4,2,1,1,1,0,1,1,0,1,35.806
1,2,1,1,1,0,1,1,0,1,132.76
2,2,1,1,1,0,1,1,0,1,70.468
3,2,1,1,1,0,1,1,0,1,50.05
4,3,1,1,1,0,1,1,0,1,50.004
1,3,1,1,1,0,1,1,0,1,183.93
2,3,1,1,1,0,1,1,0,1,98.764
3,3,1,1,1,0,1,1,0,1,70.774
4,1,2,1,1,0,1,1,0,1,23.264
1,1,2,1,1,0,1,1,0,1,87.29
2,1,2,1,1,0,1,1,0,1,46.916
3,1,2,1,1,0,1,1,0,1,31.288
4,2,2,1,1,0,1,1,0,1,36.126
1,2,2,1,1,0,1,1,0,1,132.624
2,2,2,1,1,0,1,1,0,1,70.742
3,2,2,1,1,0,1,1,0,1,50.172
4,3,2,1,1,0,1,1,0,1,49.98
1,3,2,1,1,0,1,1,0,1,183.878
2,3,2,1,1,0,1,1,0,1,98.544
3,3,2,1,1,0,1,1,0,1,71.024
4,1,3,1,1,0,1,1,0,1,23.082
1,1,3,1,1,0,1,1,0,1,87.292
2,1,3,1,1,0,1,1,0,1,46.192
3,1,3,1,1,0,1,1,0,1,31.128
4,2,3,1,1,0,1,1,0,1,35.776
1,2,3,1,1,0,1,1,0,1,132.636
2,2,3,1,1,0,1,1,0,1,70.636
3,2,3,1,1,0,1,1,0,1,50.06
4,3,3,1,1,0,1,1,0,1,50.296
1,3,3,1,1,0,1,1,0,1,183.926
2,3,3,1,1,0,1,1,0,1,98.652
3,3,3,1,1,0,1,1,0,1,70.892
4,1,1,1,1,0,1,1,0,0,23.082
1,1,1,1,1,0,1,1,0,0,86.72
2,1,1,1,1,0,1,1,0,0,45.842
3,1,1,1,1,0,1,1,0,0,31.164
4,2,1,1,1,0,1,1,0,0,35.482
1,2,1,1,1,0,1,1,0,0,131.712
2,2,1,1,1,0,1,1,0,0,70.472
3,2,1,1,1,0,1,1,0,0,50.156
4,3,1,1,1,0,1,1,0,0,50.002
1,3,1,1,1,0,1,1,0,0,183.172
2,3,1,1,1,0,1,1,0,0,98.59
3,3,1,1,1,0,1,1,0,0,70.864
4,1,2,1,1,0,1,1,0,0,23.02
1,1,2,1,1,0,1,1,0,0,86.828
2,1,2,1,1,0,1,1,0,0,45.83
3,1,2,1,1,0,1,1,0,0,31.054
4,2,2,1,1,0,1,1,0,0,35.912
1,2,2,1,1,0,1,1,0,0,131.674
2,2,2,1,1,0,1,1,0,0,70.29
3,2,2,1,1,0,1,1,0,0,50.454
4,3,2,1,1,0,1,1,0,0,49.75
1,3,2,1,1,0,1,1,0,0,183.006
2,3,2,1,1,0,1,1,0,0,98.494
3,3,2,1,1,0,1,1,0,0,70.602
4,1,3,1,1,0,1,1,0,0,23.002
1,1,3,1,1,0,1,1,0,0,86.826
2,1,3,1,1,0,1,1,0,0,45.972
3,1,3,1,1,0,1,1,0,0,31.396
4,2,3,1,1,0,1,1,0,0,35.524
1,2,3,1,1,0,1,1,0,0,131.904
2,2,3,1,1,0,1,1,0,0,70.222
3,2,3,1,1,0,1,1,0,0,50.224
4,3,3,1,1,0,1,1,0,0,49.88
1,3,3,1,1,0,1,1,0,0,183.104
2,3,3,1,1,0,1,1,0,0,98.208
3,3,3,1,1,0,1,1,0,0,70.802
4,1,1,1,1,0,1,0,1,1,21.772
1,1,1,1,1,0,1,0,1,1,79.442
2,1,1,1,1,0,1,0,1,1,41.986
3,1,1,1,1,0,1,0,1,1,29.188
4,2,1,1,1,0,1,0,1,1,30.17
1,2,1,1,1,0,1,0,1,1,110.18
2,2,1,1,1,0,1,0,1,1,58.686
3,2,1,1,1,0,1,0,1,1,41.106
4,3,1,1,1,0,1,0,1,1,40.78
1,3,1,1,1,0,1,0,1,1,149.672
2,3,1,1,1,0,1,0,1,1,80.128
3,3,1,1,1,0,1,0,1,1,56.008
4,1,2,1,1,0,1,0,1,1,22.432
1,1,2,1,1,0,1,0,1,1,79.7
2,1,2,1,1,0,1,0,1,1,42.852
3,1,2,1,1,0,1,0,1,1,29.488
4,2,2,1,1,0,1,0,1,1,30.714
1,2,2,1,1,0,1,0,1,1,110.94
2,2,2,1,1,0,1,0,1,1,59.296
3,2,2,1,1,0,1,0,1,1,41.346
4,3,2,1,1,0,1,0,1,1,41.344
1,3,2,1,1,0,1,0,1,1,150.11
2,3,2,1,1,0,1,0,1,1,80.616
3,3,2,1,1,0,1,0,1,1,56.558
4,1,3,1,1,0,1,0,1,1,23.238
1,1,3,1,1,0,1,0,1,1,80.258
2,1,3,1,1,0,1,0,1,1,43.268
3,1,3,1,1,0,1,0,1,1,29.966
4,2,3,1,1,0,1,0,1,1,31.034
1,2,3,1,1,0,1,0,1,1,111.482
2,2,3,1,1,0,1,0,1,1,59.854
3,2,3,1,1,0,1,0,1,1,41.866
4,3,3,1,1,0,1,0,1,1,41.886
1,3,3,1,1,0,1,0,1,1,150.638
2,3,3,1,1,0,1,0,1,1,80.902
3,3,3,1,1,0,1,0,1,1,56.774
4,1,1,1,1,0,1,0,1,0,79.142
1,1,1,1,1,0,1,0,1,0,79.166
2,1,1,1,1,0,1,0,1,0,42.138
3,1,1,1,1,0,1,0,1,0,29.006
4,2,1,1,1,0,1,0,1,0,30.186
1,2,1,1,1,0,1,0,1,0,110.158
2,2,1,1,1,0,1,0,1,0,58.65
3,2,1,1,1,0,1,0,1,0,41.268
4,3,1,1,1,0,1,0,1,0,40.818
1,3,1,1,1,0,1,0,1,0,149.216
2,3,1,1,1,0,1,0,1,0,80.074
3,3,1,1,1,0,1,0,1,0,56.224
4,1,2,1,1,0,1,0,1,0,22.554
1,1,2,1,1,0,1,0,1,0,79.702
2,1,2,1,1,0,1,0,1,0,42.836
3,1,2,1,1,0,1,0,1,0,29.656
4,2,2,1,1,0,1,0,1,0,30.84
1,2,2,1,1,0,1,0,1,0,110.736
2,2,2,1,1,0,1,0,1,0,59.252
3,2,2,1,1,0,1,0,1,0,41.878
4,3,2,1,1,0,1,0,1,0,41.354
1,3,2,1,1,0,1,0,1,0,149.864
2,3,2,1,1,0,1,0,1,0,80.564
3,3,2,1,1,0,1,0,1,0,56.952
4,1,3,1,1,0,1,0,1,0,23.474
1,1,3,1,1,0,1,0,1,0,80.45
2,1,3,1,1,0,1,0,1,0,43.28
3,1,3,1,1,0,1,0,1,0,30.37
4,2,3,1,1,0,1,0,1,0,31.274
1,2,3,1,1,0,1,0,1,0,111.148
2,2,3,1,1,0,1,0,1,0,59.696
3,2,3,1,1,0,1,0,1,0,42.09
4,3,3,1,1,0,1,0,1,0,42.102
1,3,3,1,1,0,1,0,1,0,150.51
2,3,3,1,1,0,1,0,1,0,80.926
3,3,3,1,1,0,1,0,1,0,57.312
4,1,1,1,1,0,1,0,0,1,21.758
1,1,1,1,1,0,1,0,0,1,79.144
2,1,1,1,1,0,1,0,0,1,42.362
3,1,1,1,1,0,1,0,0,1,29.104
4,2,1,1,1,0,1,0,0,1,33.566
1,2,1,1,1,0,1,0,0,1,122.382
2,2,1,1,1,0,1,0,0,1,65.046
3,2,1,1,1,0,1,0,0,1,46.452
4,3,1,1,1,0,1,0,0,1,46.604
1,3,1,1,1,0,1,0,0,1,170.144
2,3,1,1,1,0,1,0,0,1,91.416
3,3,1,1,1,0,1,0,0,1,65.748
4,1,2,1,1,0,1,0,0,1,22.486
1,1,2,1,1,0,1,0,0,1,79.856
2,1,2,1,1,0,1,0,0,1,42.734
3,1,2,1,1,0,1,0,0,1,29.414
4,2,2,1,1,0,1,0,0,1,33.982
1,2,2,1,1,0,1,0,0,1,122.576
2,2,2,1,1,0,1,0,0,1,65.522
3,2,2,1,1,0,1,0,0,1,46.864
4,3,2,1,1,0,1,0,0,1,47.35
1,3,2,1,1,0,1,0,0,1,170.7
2,3,2,1,1,0,1,0,0,1,91.598
3,3,2,1,1,0,1,0,0,1,66.4
4,1,3,1,1,0,1,0,0,1,23.216
1,1,3,1,1,0,1,0,0,1,80.28
2,1,3,1,1,0,1,0,0,1,42.982
3,1,3,1,1,0,1,0,0,1,30.116
4,2,3,1,1,0,1,0,0,1,65.918
1,2,3,1,1,0,1,0,0,1,123.354
2,2,3,1,1,0,1,0,0,1,65.942
3,2,3,1,1,0,1,0,0,1,47.202
4,3,3,1,1,0,1,0,0,1,47.658
1,3,3,1,1,0,1,0,0,1,171.272
2,3,3,1,1,0,1,0,0,1,92.068
3,3,3,1,1,0,1,0,0,1,66.672
4,1,1,1,1,0,1,0,0,0,22.018
1,1,1,1,1,0,1,0,0,0,79.124
2,1,1,1,1,0,1,0,0,0,42.304
3,1,1,1,1,0,1,0,0,0,29.056
4,2,1,1,1,0,1,0,0,0,33.316
1,2,1,1,1,0,1,0,0,0,121.92
2,2,1,1,1,0,1,0,0,0,65.212
3,2,1,1,1,0,1,0,0,0,46.338
4,3,1,1,1,0,1,0,0,0,46.628
1,3,1,1,1,0,1,0,0,0,169.86
2,3,1,1,1,0,1,0,0,0,91.266
3,3,1,1,1,0,1,0,0,0,65.892
4,1,2,1,1,0,1,0,0,0,22.842
1,1,2,1,1,0,1,0,0,0,79.92
2,1,2,1,1,0,1,0,0,0,42.778
3,1,2,1,1,0,1,0,0,0,29.56
4,2,2,1,1,0,1,0,0,0,33.99
1,2,2,1,1,0,1,0,0,0,122.508
2,2,2,1,1,0,1,0,0,0,65.462
3,2,2,1,1,0,1,0,0,0,46.994
4,3,2,1,1,0,1,0,0,0,47.378
1,3,2,1,1,0,1,0,0,0,170.47
2,3,2,1,1,0,1,0,0,0,91.742
3,3,2,1,1,0,1,0,0,0,66.474
4,1,3,1,1,0,1,0,0,0,23.358
1,1,3,1,1,0,1,0,0,0,80.424
2,1,3,1,1,0,1,0,0,0,43.288
3,1,3,1,1,0,1,0,0,0,30.258
4,2,3,1,1,0,1,0,0,0,34.748
1,2,3,1,1,0,1,0,0,0,122.932
2,2,3,1,1,0,1,0,0,0,65.962
3,2,3,1,1,0,1,0,0,0,47.506
4,3,3,1,1,0,1,0,0,0,47.858
1,3,3,1,1,0,1,0,0,0,171.078
2,3,3,1,1,0,1,0,0,0,92.228
3,3,3,1,1,0,1,0,0,0,66.9
4,1,1,1,1,0,0,1,1,1,23.586
1,1,1,1,1,0,0,1,1,1,86.502
2,1,1,1,1,0,0,1,1,1,45.896
3,1,1,1,1,0,0,1,1,1,30.862
4,2,1,1,1,0,0,1,1,1,29.814
1,2,1,1,1,0,0,1,1,1,111.754
2,2,1,1,1,0,0,1,1,1,58.998
3,2,1,1,1,0,0,1,1,1,40.108
4,3,1,1,1,0,0,1,1,1,39.044
1,3,1,1,1,0,0,1,1,1,146.196
2,3,1,1,1,0,0,1,1,1,76.606
3,3,1,1,1,0,0,1,1,1,52.338
4,1,2,1,1,0,0,1,1,1,22.904
1,1,2,1,1,0,0,1,1,1,86.52
2,1,2,1,1,0,0,1,1,1,45.73
3,1,2,1,1,0,0,1,1,1,30.916
4,2,2,1,1,0,0,1,1,1,29.914
1,2,2,1,1,0,0,1,1,1,111.882
2,2,2,1,1,0,0,1,1,1,59.15
3,2,2,1,1,0,0,1,1,1,40.3
4,3,2,1,1,0,0,1,1,1,39.018
1,3,2,1,1,0,0,1,1,1,146.224
2,3,2,1,1,0,0,1,1,1,76.806
3,3,2,1,1,0,0,1,1,1,52.088
4,1,3,1,1,0,0,1,1,1,23.334
1,1,3,1,1,0,0,1,1,1,86.65
2,1,3,1,1,0,0,1,1,1,45.76
3,1,3,1,1,0,0,1,1,1,31.3
4,2,3,1,1,0,0,1,1,1,30.008
1,2,3,1,1,0,0,1,1,1,111.856
2,2,3,1,1,0,0,1,1,1,59.044
3,2,3,1,1,0,0,1,1,1,40.238
4,3,3,1,1,0,0,1,1,1,39.126
1,3,3,1,1,0,0,1,1,1,146.34
2,3,3,1,1,0,0,1,1,1,76.81
3,3,3,1,1,0,0,1,1,1,52.18
4,1,1,1,1,0,0,1,1,0,22.996
1,1,1,1,1,0,0,1,1,0,86.092
2,1,1,1,1,0,0,1,1,0,45.748
3,1,1,1,1,0,0,1,1,0,30.956
4,2,1,1,1,0,0,1,1,0,29.742
1,2,1,1,1,0,0,1,1,0,111.576
2,2,1,1,1,0,0,1,1,0,58.824
3,2,1,1,1,0,0,1,1,0,40.09
4,3,1,1,1,0,0,1,1,0,38.954
1,3,1,1,1,0,0,1,1,0,146.25
2,3,1,1,1,0,0,1,1,0,76.84
3,3,1,1,1,0,0,1,1,0,52.054
4,1,2,1,1,0,0,1,1,0,23.12
1,1,2,1,1,0,0,1,1,0,86.052
2,1,2,1,1,0,0,1,1,0,45.55
3,1,2,1,1,0,0,1,1,0,30.792
4,2,2,1,1,0,0,1,1,0,29.734
1,2,2,1,1,0,0,1,1,0,111.566
2,2,2,1,1,0,0,1,1,0,58.882
3,2,2,1,1,0,0,1,1,0,40.398
4,3,2,1,1,0,0,1,1,0,39.01
1,3,2,1,1,0,0,1,1,0,145.908
2,3,2,1,1,0,0,1,1,0,76.664
3,3,2,1,1,0,0,1,1,0,52.184
4,1,3,1,1,0,0,1,1,0,22.934
1,1,3,1,1,0,0,1,1,0,85.976
2,1,3,1,1,0,0,1,1,0,45.536
3,1,3,1,1,0,0,1,1,0,30.692
4,2,3,1,1,0,0,1,1,0,29.832
1,2,3,1,1,0,0,1,1,0,111.634
2,2,3,1,1,0,0,1,1,0,59.13
3,2,3,1,1,0,0,1,1,0,39.958
4,3,3,1,1,0,0,1,1,0,38.966
1,3,3,1,1,0,0,1,1,0,146.08
2,3,3,1,1,0,0,1,1,0,76.686
3,3,3,1,1,0,0,1,1,0,52.136
4,1,1,1,1,0,0,1,0,1,22.928
1,1,1,1,1,0,0,1,0,1,86.616
2,1,1,1,1,0,0,1,0,1,45.826
3,1,1,1,1,0,0,1,0,1,30.918
4,2,1,1,1,0,0,1,0,1,33.932
1,2,1,1,1,0,0,1,0,1,126.51
2,2,1,1,1,0,0,1,0,1,66.82
3,2,1,1,1,0,0,1,0,1,46.404
4,3,1,1,1,0,0,1,0,1,46.252
1,3,1,1,1,0,0,1,0,1,171.77
2,3,1,1,1,0,0,1,0,1,90.616
3,3,1,1,1,0,0,1,0,1,63.06
4,1,2,1,1,0,0,1,0,1,22.97
1,1,2,1,1,0,0,1,0,1,86.884
2,1,2,1,1,0,0,1,0,1,45.89
3,1,2,1,1,0,0,1,0,1,30.908
4,2,2,1,1,0,0,1,0,1,33.836
1,2,2,1,1,0,0,1,0,1,126.302
2,2,2,1,1,0,0,1,0,1,66.818
3,2,2,1,1,0,0,1,0,1,46.254
4,3,2,1,1,0,0,1,0,1,46.19
1,3,2,1,1,0,0,1,0,1,172.1
2,3,2,1,1,0,0,1,0,1,90.64
3,3,2,1,1,0,0,1,0,1,63.254
4,1,3,1,1,0,0,1,0,1,23.036
1,1,3,1,1,0,0,1,0,1,86.6
2,1,3,1,1,0,0,1,0,1,45.908
3,1,3,1,1,0,0,1,0,1,30.828
4,2,3,1,1,0,0,1,0,1,33.89
1,2,3,1,1,0,0,1,0,1,126.232
2,2,3,1,1,0,0,1,0,1,66.712
3,2,3,1,1,0,0,1,0,1,46.274
4,3,3,1,1,0,0,1,0,1,46.204
1,3,3,1,1,0,0,1,0,1,171.85
2,3,3,1,1,0,0,1,0,1,90.614
3,3,3,1,1,0,0,1,0,1,63.19
4,1,1,1,1,0,0,1,0,0,22.794
1,1,1,1,1,0,0,1,0,0,85.976
2,1,1,1,1,0,0,1,0,0,45.512
3,1,1,1,1,0,0,1,0,0,30.764
4,2,1,1,1,0,0,1,0,0,33.762
1,2,1,1,1,0,0,1,0,0,125.826
2,2,1,1,1,0,0,1,0,0,66.412
3,2,1,1,1,0,0,1,0,0,46.49
4,3,1,1,1,0,0,1,0,0,46.31
1,3,1,1,1,0,0,1,0,0,171.528
2,3,1,1,1,0,0,1,0,0,90.536
3,3,1,1,1,0,0,1,0,0,63.108
4,1,2,1,1,0,0,1,0,0,22.78
1,1,2,1,1,0,0,1,0,0,86.292
2,1,2,1,1,0,0,1,0,0,45.496
3,1,2,1,1,0,0,1,0,0,30.79
4,2,2,1,1,0,0,1,0,0,33.82
1,2,2,1,1,0,0,1,0,0,125.714
2,2,2,1,1,0,0,1,0,0,66.472
3,2,2,1,1,0,0,1,0,0,46.368
4,3,2,1,1,0,0,1,0,0,46.222
1,3,2,1,1,0,0,1,0,0,171.5
2,3,2,1,1,0,0,1,0,0,90.55
3,3,2,1,1,0,0,1,0,0,63.256
4,1,3,1,1,0,0,1,0,0,22.99
1,1,3,1,1,0,0,1,0,0,86.174
2,1,3,1,1,0,0,1,0,0,45.498
3,1,3,1,1,0,0,1,0,0,30.734
4,2,3,1,1,0,0,1,0,0,33.636
1,2,3,1,1,0,0,1,0,0,125.778
2,2,3,1,1,0,0,1,0,0,66.39
3,2,3,1,1,0,0,1,0,0,46.214
4,3,3,1,1,0,0,1,0,0,46.102
1,3,3,1,1,0,0,1,0,0,171.48
2,3,3,1,1,0,0,1,0,0,90.466
3,3,3,1,1,0,0,1,0,0,63.298
4,1,1,1,1,0,0,0,1,1,21.586
1,1,1,1,1,0,0,0,1,1,78.442
2,1,1,1,1,0,0,0,1,1,41.722
3,1,1,1,1,0,0,0,1,1,28.428
4,2,1,1,1,0,0,0,1,1,28.22
1,2,1,1,1,0,0,0,1,1,102.73
2,2,1,1,1,0,0,0,1,1,54.504
3,2,1,1,1,0,0,0,1,1,37.616
4,3,1,1,1,0,0,0,1,1,36.978
1,3,1,1,1,0,0,0,1,1,135.496
2,3,1,1,1,0,0,0,1,1,71.616
3,3,1,1,1,0,0,0,1,1,48.824
4,1,2,1,1,0,0,0,1,1,22.29
1,1,2,1,1,0,0,0,1,1,79.054
2,1,2,1,1,0,0,0,1,1,42.344
3,1,2,1,1,0,0,0,1,1,29.364
4,2,2,1,1,0,0,0,1,1,28.638
1,2,2,1,1,0,0,0,1,1,103.476
2,2,2,1,1,0,0,0,1,1,55.12
3,2,2,1,1,0,0,0,1,1,37.938
4,3,2,1,1,0,0,0,1,1,37.226
1,3,2,1,1,0,0,0,1,1,135.862
2,3,2,1,1,0,0,0,1,1,72.086
3,3,2,1,1,0,0,0,1,1,49.338
4,1,3,1,1,0,0,0,1,1,23.048
1,1,3,1,1,0,0,0,1,1,79.322
2,1,3,1,1,0,0,0,1,1,42.604
3,1,3,1,1,0,0,0,1,1,29.71
4,2,3,1,1,0,0,0,1,1,29.14
1,2,3,1,1,0,0,0,1,1,103.728
2,2,3,1,1,0,0,0,1,1,55.532
3,2,3,1,1,0,0,0,1,1,38.396
4,3,3,1,1,0,0,0,1,1,37.83
1,3,3,1,1,0,0,0,1,1,136.484
2,3,3,1,1,0,0,0,1,1,72.55
3,3,3,1,1,0,0,0,1,1,50.01
4,1,1,1,1,0,0,0,1,0,21.556
1,1,1,1,1,0,0,0,1,0,78.274
2,1,1,1,1,0,0,0,1,0,41.64
3,1,1,1,1,0,0,0,1,0,28.77
4,2,1,1,1,0,0,0,1,0,28.016
1,2,1,1,1,0,0,0,1,0,102.938
2,2,1,1,1,0,0,0,1,0,54.768
3,2,1,1,1,0,0,0,1,0,37.598
4,3,1,1,1,0,0,0,1,0,36.91
1,3,1,1,1,0,0,0,1,0,135.81
2,3,1,1,1,0,0,0,1,0,71.694
3,3,1,1,1,0,0,0,1,0,49.054
4,1,2,1,1,0,0,0,1,0,22.394
1,1,2,1,1,0,0,0,1,0,78.9
2,1,2,1,1,0,0,0,1,0,42.288
3,1,2,1,1,0,0,0,1,0,29.24
4,2,2,1,1,0,0,0,1,0,28.9
1,2,2,1,1,0,0,0,1,0,103.57
2,2,2,1,1,0,0,0,1,0,55.174
3,2,2,1,1,0,0,0,1,0,38.054
4,3,2,1,1,0,0,0,1,0,37.484
1,3,2,1,1,0,0,0,1,0,136.418
2,3,2,1,1,0,0,0,1,0,72.204
3,3,2,1,1,0,0,0,1,0,49.814
4,1,3,1,1,0,0,0,1,0,23.06
1,1,3,1,1,0,0,0,1,0,79.476
2,1,3,1,1,0,0,0,1,0,42.758
3,1,3,1,1,0,0,0,1,0,29.896
4,2,3,1,1,0,0,0,1,0,29.412
1,2,3,1,1,0,0,0,1,0,104.082
2,2,3,1,1,0,0,0,1,0,55.588
3,2,3,1,1,0,0,0,1,0,38.846
4,3,3,1,1,0,0,0,1,0,38.064
1,3,3,1,1,0,0,0,1,0,136.942
2,3,3,1,1,0,0,0,1,0,72.618
3,3,3,1,1,0,0,0,1,0,50.196
4,1,1,1,1,0,0,0,0,1,21.694
1,1,1,1,1,0,0,0,0,1,78.356
2,1,1,1,1,0,0,0,0,1,41.95
3,1,1,1,1,0,0,0,0,1,28.7
4,2,1,1,1,0,0,0,0,1,31.096
1,2,1,1,1,0,0,0,0,1,113.968
2,2,1,1,1,0,0,0,0,1,60.416
3,2,1,1,1,0,0,0,0,1,42.198
4,3,1,1,1,0,0,0,0,1,42.36
1,3,1,1,1,0,0,0,0,1,155.458
2,3,1,1,1,0,0,0,0,1,82.356
3,3,1,1,1,0,0,0,0,1,57.31
4,1,2,1,1,0,0,0,0,1,22.34
1,1,2,1,1,0,0,0,0,1,78.824
2,1,2,1,1,0,0,0,0,1,42.21
3,1,2,1,1,0,0,0,0,1,29.232
4,2,2,1,1,0,0,0,0,1,31.76
1,2,2,1,1,0,0,0,0,1,114.664
2,2,2,1,1,0,0,0,0,1,61.056
3,2,2,1,1,0,0,0,0,1,42.744
4,3,2,1,1,0,0,0,0,1,42.97
1,3,2,1,1,0,0,0,0,1,155.83
2,3,2,1,1,0,0,0,0,1,82.968
3,3,2,1,1,0,0,0,0,1,57.92
4,1,3,1,1,0,0,0,0,1,22.982
1,1,3,1,1,0,0,0,0,1,79.292
2,1,3,1,1,0,0,0,0,1,42.716
3,1,3,1,1,0,0,0,0,1,30.138
4,2,3,1,1,0,0,0,0,1,32.32
1,2,3,1,1,0,0,0,0,1,115.122
2,2,3,1,1,0,0,0,0,1,61.282
3,2,3,1,1,0,0,0,0,1,43.148
4,3,3,1,1,0,0,0,0,1,43.352
1,3,3,1,1,0,0,0,0,1,156.34
2,3,3,1,1,0,0,0,0,1,83.124
3,3,3,1,1,0,0,0,0,1,58.178
4,1,1,1,1,0,0,0,0,0,21.636
1,1,1,1,1,0,0,0,0,0,78.16
2,1,1,1,1,0,0,0,0,0,41.756
3,1,1,1,1,0,0,0,0,0,28.612
4,2,1,1,1,0,0,0,0,0,31.33
1,2,1,1,1,0,0,0,0,0,114.088
2,2,1,1,1,0,0,0,0,0,60.6
3,2,1,1,1,0,0,0,0,0,42.238
4,3,1,1,1,0,0,0,0,0,42.47
1,3,1,1,1,0,0,0,0,0,155.706
2,3,1,1,1,0,0,0,0,0,82.424
3,3,1,1,1,0,0,0,0,0,57.47
4,1,2,1,1,0,0,0,0,0,22.312
1,1,2,1,1,0,0,0,0,0,78.842
2,1,2,1,1,0,0,0,0,0,42.506
3,1,2,1,1,0,0,0,0,0,29.466
4,2,2,1,1,0,0,0,0,0,31.846
1,2,2,1,1,0,0,0,0,0,114.79
2,2,2,1,1,0,0,0,0,0,61.266
3,2,2,1,1,0,0,0,0,0,43.164
4,3,2,1,1,0,0,0,0,0,43.108
1,3,2,1,1,0,0,0,0,0,156.276
2,3,2,1,1,0,0,0,0,0,83.146
3,3,2,1,1,0,0,0,0,0,58.23
4,1,3,1,1,0,0,0,0,0,22.984
1,1,3,1,1,0,0,0,0,0,79.53
2,1,3,1,1,0,0,0,0,0,42.996
3,1,3,1,1,0,0,0,0,0,29.798
4,2,3,1,1,0,0,0,0,0,32.598
1,2,3,1,1,0,0,0,0,0,115.436
2,2,3,1,1,0,0,0,0,0,61.806
3,2,3,1,1,0,0,0,0,0,43.532
4,3,3,1,1,0,0,0,0,0,43.956
1,3,3,1,1,0,0,0,0,0,156.802
2,3,3,1,1,0,0,0,0,0,83.378
3,3,3,1,1,0,0,0,0,0,58.522
4,1,1,1,0,1,1,1,1,1,25.19
1,1,1,1,0,1,1,1,1,1,89.348
2,1,1,1,0,1,1,1,1,1,47.34
3,1,1,1,0,1,1,1,1,1,32.192
4,2,1,1,0,1,1,1,1,1,32.202
