ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,86489.8
0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,92103.6
0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,86645.8
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,92245.0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,73521.6
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,73780.0
0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,76735.8
0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,76790.6
0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,77711.0
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,78145.4
0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,77631.2
0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,78331.8
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,77351.6
0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,77539.8
0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,78607.6
0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,78618.6
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,77815.2
0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,79305.0
0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,77699.8
0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,79391.2
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,76515.2
0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,76670.2
0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,79275.8
0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,79271.2
0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,79852.6
0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,80462.0
0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,79939.2
0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,80356.8
0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,80256.8
0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,80252.0
0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,81156.0
0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,81300.0
0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,80951.0
0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,81919.4
0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,80860.0
0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,82004.6
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,79371.8
0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,79545.6
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,82626.6
0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,82514.6
0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,83577.0
0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,83956.2
0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,83385.2
0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,84351.0
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,82156.4
0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,81892.8
0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,85856.2
0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,86166.2
0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,85039.4
0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,86392.8
0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,85190.4
0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,86781.4
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,83263.6
0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,83481.6
0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,83734.8
0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,83754.4
0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,86008.6
0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,86258.2
0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,85843.8
0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,86591.2
0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,84498.6
0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,84438.0
0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,87205.2
0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,87457.6
0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,85316.0
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,88092.2
0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,85635.0
0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,88014.6
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,75596.0
0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,75557.0
0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,78382.4
0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,78644.8
0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,79247.8
0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,79826.4
0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,79503.6
0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,79389.8
0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,78962.0
0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,79240.4
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,80292.4
0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,80543.2
0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,79418.4
0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,80959.0
0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,79463.0
0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,80613.2
0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,81462.0
0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,81537.4
0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,84031.0
0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,84283.0
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,85001.8
0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,85566.6
0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,85070.8
0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,85544.2
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,85134.2
0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,85176.2
0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,86387.0
0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,86334.6
0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,85817.6
0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,86954.0
0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,85992.0
0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,87214.6
0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,78079.2
0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,78309.6
0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,80781.0
0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,80838.4
0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,81778.0
0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,82437.8
0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,81793.4
0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,82632.8
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,84100.6
0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,84030.8
0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,87606.2
0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,87688.4
0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,86776.0
0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,88478.0
0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,86828.2
0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,88394.6
0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,81699.4
0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,81622.2
0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,82018.2
0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,82087.2
0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,87520.8
0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,88216.8
0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,87740.6
0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,88131.0
0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,82539.0
0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,82990.8
0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,88979.6
0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,89033.4
0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,83673.0
0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,89659.0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,83843.8
0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,89808.6
0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,73636.4
0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,73499.0
0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,76825.8
0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,77045.2
0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,77655.2
0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,78339.4
0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,77451.2
0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,78420.2
0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,77565.2
0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,77516.2
0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,78811.8
0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,78798.8
0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,77922.6
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,79302.4
0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,77905.2
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,79444.4
0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,76802.2
0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,76690.8
0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,79480.8
0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,79203.0
0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,80086.8
0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,80012.0
0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,80119.2
0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,80081.6
0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80255.6
0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,79934.4
0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,81455.4
0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,81333.8
0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,80951.6
0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,82021.4
0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,81077.4
0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,82127.0
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,75391.8
0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,75670.2
0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,78532.8
0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,78530.0
0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,79492.4
0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,80070.8
0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,79415.0
0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,80137.0
0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,78287.4
0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,78341.8
0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,81438.0
0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,81970.0
0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,80851.8
0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,82599.0
0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,81208.4
0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,82404.0
0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,79311.8
0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,79392.0
0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,79499.2
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,79712.4
0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,81642.8
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,82039.0
0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,81837.4
0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,82277.0
0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,80373.4
0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,80675.4
0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,82914.4
0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,82980.0
0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,81199.0
0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,83347.6
0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,81227.4
0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,83692.8
0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,79664.6
0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,79566.2
0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,82675.6
0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,82831.2
0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,83350.8
0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,84338.4
0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,83552.4
0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,84421.0
0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,83504.0
0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,83404.4
0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,84871.4
0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,84803.8
0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,83874.0
0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,85570.2
0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,83688.2
0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,85653.2
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,81595.8
0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,81539.4
0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,84333.4
0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,84435.2
0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,84616.6
0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,85727.2
0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,85165.6
0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,85783.8
0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,84960.8
0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,85358.2
0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,86351.4
0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,86612.8
0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,86012.8
0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,87298.0
0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,86022.6
0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,87368.2
0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,82549.0
0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,82547.2
0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,85198.6
0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,85369.6
0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,86196.6
0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,86730.4
0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,85893.0
0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,86925.2
0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,84141.2
0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,84049.6
0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,87735.6
0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,87865.6
0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,86904.2
0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,88342.0
0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,86963.4
0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,88603.8
0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,85970.6
0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,86043.2
0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,86522.8
0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,86601.6
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,87635.6
0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,88230.6
0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,87806.8
0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,88101.4
0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,87421.6
0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,87461.8
0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,89002.4
0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,89146.6
0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,88171.0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,89962.2
0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,87844.8
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,89897.6
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,76613.2
0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,76766.6
0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,76897.6
0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,77001.6
0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,77610.4
0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,78420.8
0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,77946.8
0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,78533.8
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,77586.2
0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,77776.2
0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,78931.6
0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,78868.2
0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,78080.4
0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,79792.2
0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,77841.8
0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,79720.6
0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,76760.8
0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,76783.8
0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,79496.8
0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,79580.8
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,79983.2
0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,80525.4
0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,80268.2
0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,80521.4
0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,80279.6
0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,80176.6
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,81056.0
0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,81464.8
0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,81085.2
0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,81715.8
0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,80973.2
0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,82196.2
0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,80256.0
0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,79856.8
0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,83143.4
0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,83031.0
0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,83906.0
0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,84302.6
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,83916.0
0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,84528.6
0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,82811.6
0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,82826.0
0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,86315.8
0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,86465.0
0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,85566.4
0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,87119.6
0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,85640.6
0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,87209.4
0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,83767.6
0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,83915.6
0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,84230.4
0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,84427.2
0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,86284.2
0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,86808.6
0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,86289.4
0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,86979.4
0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,85060.0
0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,85223.4
0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,87546.8
0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,87622.2
0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,85986.0
0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,88176.6
0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,85985.4
0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,88548.4
0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,76808.4
0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,76723.4
0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,79503.6
0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,79231.4
0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,80352.2
0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80853.6
0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,80387.8
0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,80920.6
0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,80027.8
0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,80026.4
0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,81290.8
0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,81373.0
0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,80543.8
0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,82145.2
0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,80725.8
0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,82223.8
0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,82495.4
0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,82562.4
0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,84535.8
0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,85111.0
0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,85973.0
0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,86515.0
0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,86060.8
0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,86659.4
0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,86093.6
0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,86155.6
0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,87362.2
0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,86921.4
0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,86392.6
0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,88372.8
0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,86596.4
0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,88304.4
0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,79193.4
0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,79339.0
0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,81811.0
0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,82077.6
0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,82708.2
0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,83369.4
0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,82908.4
0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,83586.6
0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,84879.6
0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,85195.6
0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,88571.0
0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,88502.6
0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,87930.0
0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,89402.4
0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,87857.0
0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,89463.6
0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,82387.8
0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,82666.8
0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,83102.8
